url,clean text,category,2nd category
https://www.archaeology.org/news/8581-200408-byzantine-archer-cemetery,"Evidence of Ancient Surgery Unearthed in Greece. GARDEN CITY, NEW YORK—According to a statement released by Adelphi University , researchers led by Anagnostis Agelarakis examined the remains of four women and six men who were buried between the fourth and seventh centuries A.D. at the site of Paliokastro on the Greek island of Thasos. As part of the Eastern Roman Empire, they were part of a group of mounted archers and lancers who were buried in elaborate graves near a monumental church. All of the individuals in the sample led physically demanding lives, and men and women had both suffered traumas that had been treated with great care, perhaps by a military physician, Agelarakis explained. One man had even received head, neck, and brain surgery, perhaps because he had been suffering from an infection. The man is thought to have died during the operation or shortly thereafter, Agelarakis added. ",Roman,Medieval
https://www.archaeology.org/news/8659-200428-hunter-gatherer-women,"Roles of Hunter-Gatherer Women Reevaluated. RENO, NEVADA—Sexual division of labor may not have been strictly enforced in hunter-gatherer societies, according to a Science News report. Forensic anthropologist Marin Pilloud of the University of Nevada and her colleagues analyzed information collected from the skeletons of 128 hunter-gatherer women and 289 men who lived in 19 different Native American groups in what is now central California between 5,000 and 200 years ago, and found that the bones of both men and women show damage inflicted by arrows and other sharp objects in the same manner. In a separate study, Christine Lee and Yahaira Gonzalez of California State University, Los Angeles, examined the remains of nine people who had been buried in a high-status tomb in Mongolia between the second and fifth centuries A.D., a time of political turbulence and frequent conflicts known as the Xianbei period. The researchers found that the bones of two of the three women and all of the men buried in the tomb show wear and tear of frequent horseback riding and falls from horseback, repeated shooting arrows from bows, and multiple arrowhead injuries. “The traditional view of ‘man the hunter and woman the gatherer’ is likely flawed and overly simplistic,” Pilloud concluded. ",Native American,East Asia
https://www.archaeology.org/news/8637-200417-norway-mountain-pass,"Glacial Ice Melt Reveals Hundreds of Artifacts in Norway. LENDBREEN, NORWAY— Gizmodo reports that archaeologists investigating a mountain pass in central Norway’s Lomseggen Ridge, at an altitude of 6,300 feet, have recovered artifacts dating from the Iron Age through the medieval period, including mittens, shoes, pieces of sleds, a walking stick bearing a runic inscription, a knife with a wooden handle, a wood distaff for holding wool, and the skeletal remains of a dog with a collar and leash. The researchers have also found cairns marking the way, and a shelter. “Global warming is leading to the melting of mountain ice worldwide, and the finds melting out of the ice are a result of this,” said Lars Pilø of Norway’s Glacier Archaeology Program. The pass through the mountains is thought to have been traversed by traders and local people traveling to their summer homes. Pilø said horse remains, and horse snowshoes and dung, indicate that horses were used to travel the route, but likely only when its rough ground was covered in snow. The passage fell out of use by A.D. 1500, Pilø added, perhaps because of climate change, economic shifts, or even the onslaught of the Black Death in the fourteenth century. ",Iron Age,Medieval
https://www.archaeology.org/news/8463-200218-asia-grain-cultivation,"Study Suggests New Dates for Spread of Farming Across Eurasia. JENA, GERMANY—According to a statement released by the Max Planck Institute for the Science of Human History , 5,200-year-old grains uncovered in the Chinese Altai Mountains by researchers led by Xinying Zhou of Beijing’s Institute of Vertebrate Paleontology and Paleoanthropology suggest that wheat and barley were grown in northern Central Asia at least 1,000 years earlier than previously thought. The plants, which were first cultivated in the eastern Mediterranean and southwest Asia, are thought to have been carried northward along trade routes that eventually developed into the Silk Road. Although the area in the Altai Mountains where the grains were found was probably slightly warmer and more humid some 5,000 years ago than it is today, wheat and barley plants are thought to have evolved and adapted to grow in the shorter, colder days experienced in the north. The researchers concluded that the cultivation of such cereals could have helped people to survive in the unpredictable environment of northern Asia. ",Neolithic,East Asia
https://www.archaeology.org/news/8410-200207-ancient-dates-sprouted,"2,000-Year-Old Date Seeds Sprout in Israel. JERUSALEM, ISRAEL—According to a report in The Guardian , six of the 32 ancient date seeds planted by Sarah Sallon of the Hadassah Medical Organization and her colleagues have germinated. Some of the seeds, which were all recovered from archaeological sites in the Judean desert, germinated within weeks of being planted. Others took nearly six months to sprout. Genetic analysis revealed that two of the plants are female and the other four are male. The oldest of the new plants date back to the first and fourth centuries B.C., while the youngest date to between the first and second centuries A.D. Sallon said the older seeds are genetically closer to present-day date varieties grown in the Arabian Gulf. The two female plants, she said, resemble modern Iraqi varieties, and may be linked to plants brought back to Judea by Jews exiled in Babylon in the late sixth century B.C. Three plants linked to date varieties found today in Morocco may have been imported from North Africa by the Romans, she added. ",Near East,Iron Age
https://www.archaeology.org/news/8324-191230-england-warwickshire-graves,"Roman and Anglo-Saxon Graves Uncovered in England. COVENTRY, ENGLAND— BBC News reports that artifacts and graves dating to the Roman and Anglo-Saxon periods were unearthed ahead of a construction project in England’s West Midlands. In the cremation burial of a young Roman girl, a team of archaeologists led by Nigel Page of Warwickshire County Council found four brooches placed in a small pile covered with a polished mirror. A ring bearing an image of a cicada, an insect associated with immortality, and a hair pin had also been placed in the jewelry pile. A vessel crafted in what is now northern France or Belgium was recovered from one of a dozen Anglo-Saxon graves at the site. A shield, fragments of a knife blade in a leather sheath, and a crushed hanging bowl made of copper alloy were also uncovered from an Anglo-Saxon grave thought to hold the remains of a high-ranking officer. “The settlement at Baginton continued to flourish after the Romans left in the early fifth century,” Page explained. ",Roman,Medieval
https://www.archaeology.org/news/8290-191213-akrotiri-monkey-paintings,"Monkey from Southern Asia Identified in Ancient Greek Artwork. PHILADELPHIA, PENNSYLVANIA—According to a New Scientist report, Marie Nicole Pareja of the University of Pennsylvania worked with primatologists to re-examine wall-paintings of monkeys in a Minoan building buried in volcanic ash around 1600 B.C. at the site of Akrotiri, which is located on the Greek island of Thera in the Aegean Sea. No monkeys are known to have lived in Greece at the time and the monkeys in the painting were previously identified as olive baboons, which are native to Egypt. But the researchers discovered that the primates were depicted with the distinctive fur and S-shaped tail of the grey langur, a species that lives in Nepal, Bhutan, and the Indus Valley of India. The Minoans are known to have had contact with Egyptians, but did they also cross paths with members of the Indus Valley Civilization? “I wouldn’t be surprised if someday in the future we found evidence for that kind of direct contact,” Pareja said. It is also possible that Greeks may have seen langurs imported to Mesopotamia from the Indus Valley, she added. “It’s evidence of this far-reaching trade, these relationships with these far-flung areas.” ",Bronze Age,South&Southeast Asia
https://www.archaeology.org/news/8278-191210-scotland-shaped-stones,"Unusually Shaped Stones Unearthed in Prehistoric Orkney. ORKNEY, SCOTLAND— The Scotsman reports that nine roughly shaped stones have been unearthed at the site of a structure located near the center of Orkney’s main island. The objects, which are estimated to be 4,000 years old, stand about 20 inches tall and appear to have shoulders, a neck, and a head. Three of the stones had been incorporated into one of the two hearths in the structure. Another was found in one of a partial ring of holes that may have supported standing stones. The remaining shaped stones were found scattered around the structure’s second hearth. Three cists, or stone-lined burial chambers, were also uncovered. Researchers from the Orkney Research Center for Archaeology and the University of the Highlands and Islands think the shaped stones may have held mooring ropes fastened to the roof. Further study of abrasion and wear marks on the stones could offer more information on how the stones and the building were used. ",Neolithic,Bronze Age
https://www.archaeology.org/news/8270-191206-oman-egypt-amulet,"Iron Age Amulet from Egypt Unearthed in Oman. MUSCAT, OMAN— The Times of Oman reports that an Egyptian Eye of Horus amulet has been discovered at an archaeological site near the northern tip of the eastern Arabian Peninsula on the Gulf of Oman by a team of researchers from Oman’s Ministry of Heritage and Culture. The site includes a tomb, the remains of 12 people, pottery, vessels made of stone and bronze, swords, iron arrows, and silver and gold ornaments. Sultan bin Saif Al Bakri, Director General of Antiquities, said the Eye of Horus, a symbol of royal power and good health, is the second imported necklace recovered from the site. The first features a stone inscribed with the cuneiform name of De Jolla, a Mesopotamian god of healing, and is thought to have been imported from what is now Iraq. ",Egyptian,Iron Age
https://www.archaeology.org/news/8189-191115-finland-ancestry-dna,"DNA Study Tracks Ancestry of Today’s Finns. HELSINKI, FINLAND—The University of Helsinki announced that scientists including Sanni Oversti of the Faculty of Biological and Environmental Sciences analyzed mitochondrial DNA samples obtained from the remains of more than 100 individuals who were buried in Finland between the fourth and nineteenth centuries A.D., and detected separate populations in different geographic regions that all contributed to the ancestry of modern Finns. The mitochondrial DNA lineages found in southern and southwestern Finland were typical of those found among Stone Age hunter-gatherers, while the mitochondrial DNA found in eastern Finland and Russia resembled those found in European farmer populations. Genetic material recovered from remains found in western Finland has been associated with modern Sami populations. Oversti noted that in today’s Finns, however, lineages associated with ancient farmers are more common in the east, and hunter-gatherer DNA is found more often in the west. ",Medieval,Neolithic
https://www.archaeology.org/news/8182-191113-estonia-mystery-ship,"20th-Century Artifact Found in 15th-Century Estonian Shipwreck. TALLINN, ESTONIA— Estonian Public Broadcasting reports that a road construction project has uncovered a wooden ship near the harbor at Tallinn, which is located on the Baltic Sea coast. Archaeologist Rivo Bernotas explained that the ship was dated to the late fifteenth century by the presence of musket shot at the site, but the researchers also uncovered a can of food with an expiration date of 1972 within the ship’s structure. A modern metal cable was found attached to the ship’s bow as well. Bernotas suggests the ship was moved and reburied in the twentieth century, during the Soviet era, because it was obstructing a shipping lane or construction work. The researchers will create a 3-D model of the site, take samples of wood from the ship to confirm its age and origins, and interview people who worked at the port and may have witnessed the vessel’s relocation. ",Modern,Medieval
https://www.archaeology.org/news/8180-191113-egypt-roman-catacomb,"Roman Catacomb Discovered in Egypt. KANAZAWA, JAPAN— Ahram Online reports that a catacomb containing human remains has been discovered at the Saqqara necropolis by a team of archaeologists led by Nozomu Kawai of Kanazawa University. Kawai said the catacomb, which is located in a previously uninvestigated rock escarpment on the North Saqqara plateau, dates to the first or second century A.D. and features a combination of artifacts in Egyptian and Greco-Roman styles. A staircase leads to the entrance of the vaulted mudbrick structure and its limestone chamber. A niche containing a stela depicting the deities Sokar, Thoth, and Anubis was also found. An inscription in Greek on the stela, which Kawai thinks had been reused, may have been a later addition. Terracotta vessels, small figurines of Isis-Aphrodite, and a pair of limestone lion statues standing about 13 inches tall were also found in the catacomb. Outside the structure, the team found burials dating from the Roman to the Coptic periods and a mudbrick mastaba tomb that could be 5,000 years old. ",Egyptian,Roman
https://www.archaeology.org/news/8177-191112-iceland-shipwrecks-mapped,"Archaeologist Maps Iceland’s Historic Shipwrecks. WESTFJORDS, ICELAND— Iceland Review reports that archaeologist Ragnar Edvardsson of the University of Iceland and his colleagues are mapping shipwreck sites surrounding the island nation. “I am of course first and foremost trying to get an idea of the number of large ships which I do through working with written sources,” Edvardsson explained. “Icelanders were of course so good at writing so they often describe the damage to the ships, how many died, and also gave a geographic location.” So far, the researchers have mapped 400 English, Dutch, Danish, Basque, and Icelandic vessels lost between A.D. 1200 and 1920. Most of these shipwrecks have been found off the coast of Eyrarbakki, which is now a fishing village on the island’s south coast. “It’s really interesting that many things point to the capital of Iceland or the main trading town having been Eyrarbakki,” he added. “There is a big ship cemetery of trading ships there, but outside of Reykjavik there isn’t the same number.” Edvardsson thinks there may be another 600 shipwrecks waiting to be found. ",Medieval,Modern
https://www.archaeology.org/news/8165-191106-iran-ancient-wall,"Remnants of Ancient Wall Identified in Iran. TEHRAN, IRAN— Live Science reports that traces of a poorly preserved stone wall stretching southward 71 miles from the Bamu Mountains have been identified in western Iran by a team of archaeologists led by Sajjad Alibaigi of Razi University. Pottery found along the structure, known to locals as the “Gawri Wall,” has been dated to between the fourth century B.C. and the sixth century A.D., according to Alibaigi. The researchers also found evidence that there may have been turrets or buildings placed along the wall, which was made with local materials such as cobbles and boulders fixed with gypsum mortar. Alibaigi said archaeologists estimate the wall may have stood about 10 feet tall and 13 feet wide. It may have been built as a border wall by the Parthians or the Sassanians, he added. Similar structures have been found in northern and northeastern Iran. ",Iron Age,Near East
https://www.archaeology.org/news/8103-191014-scotland-lidar-arran,"Lidar Technology Spots Archaeological Sites in Scotland. GLASGOW, SCOTLAND— BBC News reports that 1,000 possible archaeological sites have been identified on Arran, an island off the coast of Scotland, with lidar technology, a type of laser scanning that can create a 3-D record of the land surface from the air. The discoveries, which include a Neolithic ceremonial structure known as a cursus monument and medieval farmsteads and pastures, double the number of known archaeological sites on the island, according to Dave Cowley, Historic Environment Scotland rapid archaeological mapping manager. Cowley said continued use of lidar across Scotland is expected to identify tens of thousands of archaeological sites. ",Neolithic,Medieval
https://www.archaeology.org/news/8049-191003-fish-preservation,"Study Reveals Ancient Fish-Cleaning Techniques. HAIFA, ISRAEL—Richard Cooke of the Smithsonian Tropical Research Institute and Irit Zohar of the University of Haifa examined fish preparation methods practiced today by traditional fishing communities in central Pacific Panama and Egypt's southern Sinai, and found that the modifications made to fish skeletons, using three main preparation techniques, resemble processed fish remains recovered from archaeological sites. The size of the fish body, and not the geographic location of the fishing community, influenced how the fish was prepared, Cooke and Zohar explained. Therefore, they suggest, humans have been employing the same basic techniques to clean fish for thousands of years. The researchers also determined that fish processing sites are rare and difficult to identify in the archaeological record because discarded fish remains are usually either thrown into the water or eaten by other animals. ",Egyptian,Pre-Columbian
https://www.archaeology.org/news/7804-190705-ashkelon-philistine-dna,"Migration May Have Contributed to Iron Age Changes at Ashkelon. JENA, GERMANY— Live Science reports that an international team of researchers analyzed DNA extracted from the remains of 10 individuals buried at Ashkelon, a Philistine archaeological site located in Israel, and found evidence of an influx of migrants from southern Europe sometime between 3,600 and 2,800 years ago. Cultural changes, noted in the archaeological record at about this time, have in the past sometimes been attributed to trade or local adoption of foreign styles. “They started to resemble findings from archaeological sites that were in the Bronze Age Aegean, so Bronze Age Greece,” said Michal Feldman of the Max Planck Institute for the Science of Human History. The addition of the migrating population’s genes to the local population was no longer detectable within a span of 200 years, added Feldman’s colleague, archaeogeneticist Choongwon Jeong, which suggests that the southern European ancestors of the seafaring Philistines quickly intermarried with the locals of the southern Levant. ",Bronze Age,Iron Age
https://www.archaeology.org/news/7771-190619-chimps-crab-fishing,"Chimpanzees Observed Fishing for Freshwater Crabs. ZURICH, SWITZERLAND— The Asahi Shimbun reports that an international team of researchers has spotted chimpanzees in the rainforests of Guinea in West Africa catching and eating freshwater crabs. Kathelijne Koops of the University of Zurich said the chimps were observed turning over stones and churning up the water with their fingers to look for crabs. The research also suggests the chimps fished for crabs during the dry and rainy seasons, regardless of whether ripe fruit was available. The chimps did appear to fish more often when they were eating fewer ants, however, and female chimps with young were found to spend more time fishing than males. Koops suggests the sodium, calcium, and fatty acids in the shellfish may be critical to infant and maternal health. Early humans may have fished in forest streams as well, she explained. It had been previously thought that human ancestors only began to eat aquatic animals some two million years ago, when they moved out of forests and closer to lakes, rivers, or coastlines. ",Pre-Human,Paleolithic
https://www.archaeology.org/news/7699-190605-germany-mainz-sarcophagus,"Possible Bishop's Tomb Dating to Holy Roman Empire Examined. MAINZ, GERMANY— DW.com reports that a team of researchers used a pulley to lift the 1,500-pound lid from a sarcophagus in the central nave of St. Johannis Church, one of the oldest Christian churches in western Germany. The tomb is thought to belong to Erkanbald, Archbishop of Mainz, who died in A.D. 1021. Archaeologist Guido Faccani said the poorly preserved human remains were likely covered in quicklime at the time of burial. “Not even teeth could be found,” he said. The researchers did, however, recover pieces of fabric, cloth shoes, and what may have been bishop’s headwear. “It’s still possible that it’s him,” Faccani said. The scientists plan to radiocarbon date the contents of the sarcophagus and analyze DNA extracted from tissue and bone samples. ",Medieval,Roman
https://www.archaeology.org/news/7683-190529-france-burial-mound,"New Thoughts on France’s Tumulus des Sables. CANBERRA, AUSTRALIA—According to a Live Science report, a new study of a burial mound discovered on the grounds of a kindergarten in southern France suggests that at least 20 adults and 10 children were interred there over a period of 2,000 years, beginning around 3600 B.C. Isotope analysis of the bones indicates that most of the people buried at the site grew up locally. But Hannah James of Australian National University said it is not clear why the mound, which measured only about 1.6 feet deep, had such lasting significance for the people of the region. Ceramic fragments, metal, and animal bones were also recovered from the mound. ",Neolithic,Bronze Age
https://www.archaeology.org/news/7670-190522-ancient-yeast-beverages,"Archaeologists Brew Drinks With Revived Ancient Yeast. JERUSALEM, ISRAEL—According to an Associated Press report, archaeologists and microbiologists from the Israel Antiquities Authority and their colleagues extracted yeast from tiny pores in nearly two dozen ancient pottery fragments recovered from Egyptian, Philistine, and Judean sites in Israel and brewed beer and mead with it. The caramel-colored beer, which incorporated ingredients not available in the ancient Middle East, is said to have had a thick white head and a complex flavor, while the mead was bubbly and dry. Michael Klutstein of Hebrew University said the experiments show that yeast can survive for as long as 5,000 years without food. Genetic analysis of the ancient yeast suggests it was similar to strains still used today to make traditional beer in Zimbabwe and tej , an Ethiopian honey wine. The technique used to extract the microorganisms may help scientists identify foods such as cheese, wine, and pickles in ancient vessels, added Aren Maeir of Bar Ilan University. ",Bronze Age,Near East
https://www.archaeology.org/news/7652-190514-japan-genome-arctic,"Jomon Woman’s Genome Decoded in Japan. TOKYO, JAPAN—Analysis of the genome of a woman who was buried on Japan’s northern island of Rebunto during the Jomon Period, some 3,800 years ago, revealed similarities to the genomes of people who live in the Arctic, according to a report in The Asahi Shimbun . Scientists led by biological anthropologist Hideaki Kanzawa of Japan’s National Museum of Nature and History extracted DNA from one of the Jomon woman’s molars, and found that she likely had light brown eyes, frizzy hair, and dark skin with freckles. She also carried a genetic mutation linked to the ability to digest large quantities of fat. In fact, the bones of marine animals such as sea lions, which are very high in fat, have been unearthed at the Funadomari historic site, where the woman’s remains were found. Today, the mutation is found in about 70 percent of people living in the Arctic, but is rare in present-day Japanese. The analysis also suggests the woman had a high tolerance for alcohol and a wet type of earwax. ",East Asia,Neolithic
https://www.archaeology.org/news/7647-190510-estonia-siberian-ancestors,"Traces of Siberian Genes Detected in Some Northern Europeans. TARTU, ESTONIA— Gizmodo reports that a new study of genetics, archaeology, and linguistics led by Lehti Saag of the University of Tartu suggests Uralic languages such as Estonian and Finnish can be linked to ancient, migrating Siberian populations. Saag and her colleagues obtained usable DNA samples from the teeth of 33 people who lived in what is now Estonia between 3,200 and 2,000 years ago. Their analysis suggests Siberians arrived in the eastern Baltic no later than some 2,500 years ago. The Siberians are also thought to have introduced light eyes, hair, and skin, and lactose intolerance, to the local northern European population. This information corresponds with linguistic information suggesting that Uralic languages emerged in the Baltic during the period of transition from the Bronze Age to the Iron Age. ",Bronze Age,Iron Age
https://www.archaeology.org/news/7616-190429-china-rock-art,"Bronze Age Rock Art Discovered in China. GANSU, CHINA— China Daily reports that six groups of rock art etchings estimated to be 3,500 years old were discovered at high altitude on northwest China’s Qilian Mountain. Most of the images depict deer, cattle, and hunting scenes. One of the deer images shows an animal with antlers and bent legs. A young animal appears to be nursing at its abdomen. Du Chengfeng of the Chinese Rock Art Institution said the images were chiseled with metal tools, which helped archaeologists to date them to the Bronze Age or early Iron Age. The artwork also offers clues to the ancient environment. “Different types of deer have a preferred living environment and are highly dependent on changing vegetation,” Du said. “Most of them live in tundra, forest areas, deserts, shrubs, and swamps.” For a look at petroglyhs made by the Comanche, go to "" Rock Art of the Comanche Warriors .""",East Asia,Bronze Age
